City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Asfi,MA,32.30,-9.24,68.14,88,22,15.79,few clouds
341,Wana,PK,32.30,69.57,84.61,52,98,3.2,overcast clouds
342,Emerald,AU,-23.53,148.17,69.35,42,0,10.36,clear sky
343,Csorna,HU,47.61,17.25,75.29,75,13,8.59,few clouds
344,Rosetta,EG,31.40,30.42,76.82,70,0,6.17,clear sky
345,La Paz,BO,-16.50,-68.15,44.58,36,20,5.75,few clouds
346,Grand Gaube,MU,-20.01,57.66,68.4,88,95,5.99,light rain
347,Pachino,IT,36.72,15.09,81.59,68,0,7.99,clear sky
348,Poronaysk,RU,49.22,143.12,71.65,82,98,9.19,overcast clouds
349,Cardston,CA,49.20,-113.30,88.41,23,100,10.36,overcast clouds
350,Morondava,MG,-20.28,44.28,65.48,68,43,14.45,scattered clouds
351,Dubbo,AU,-32.25,148.62,60.93,51,58,14.97,broken clouds
352,Malakal,SS,9.53,31.66,68.95,91,99,2.93,overcast clouds
353,Ouesso,CG,1.61,16.05,74.73,72,99,1.68,overcast clouds
354,Sao Joao,BR,-8.88,-36.37,61.57,98,29,2.44,scattered clouds
355,Ust-Kuyga,RU,70.02,135.60,58.78,46,1,17.18,clear sky
356,Estelle,US,29.85,-90.11,89.6,66,75,3.44,broken clouds
357,Vilcun,CL,-38.65,-72.23,34.54,96,22,1.52,few clouds
358,Gamba,GA,-2.65,10.00,70.9,89,90,2.75,overcast clouds
359,Portland,US,45.52,-122.68,89.62,44,40,5.01,scattered clouds
360,Melilla,ES,35.29,-2.94,70.18,88,0,3.44,clear sky
361,Karasjok,NO,69.47,25.51,37.51,78,19,3.98,few clouds
362,Dekar,BW,-21.53,21.93,43.02,49,0,7.45,clear sky
363,Carutapera,BR,-1.20,-46.02,74.55,92,28,4.83,scattered clouds
364,Ilebo,CD,-4.32,20.58,63.63,47,94,1.52,overcast clouds
365,Gushikawa,JP,26.35,127.87,85.23,88,75,13.8,broken clouds
366,Trogir,HR,43.51,16.25,80.58,53,0,2.3,clear sky
367,Nhulunbuy,AU,-12.23,136.77,83.01,69,40,11.5,scattered clouds
368,Port-Gentil,GA,-0.72,8.78,74.43,81,86,11.34,overcast clouds
369,Tuy Hoa,VN,13.08,109.30,90.21,54,12,18.48,few clouds
370,Siocon,PH,7.71,122.14,86.38,68,97,8.97,overcast clouds
371,Porto Santo,PT,33.07,-16.34,71.98,68,40,9.22,scattered clouds
372,Riviere-Au-Renard,CA,49.00,-64.40,62.6,94,14,8.3,few clouds
373,Ferrol,ES,43.48,-8.24,64.27,94,12,5.06,few clouds
374,Balykshi,KZ,47.07,51.87,69.8,35,0,15.66,clear sky
375,North Adams,US,42.70,-73.11,73.31,79,1,0,clear sky
376,Lugovskoy,RU,56.96,64.53,52.02,70,37,6.67,scattered clouds
377,Chazuta,PE,-6.57,-76.14,77.85,88,1,0.81,clear sky
378,Miri,MY,4.41,114.01,86.14,79,20,5.75,few clouds
379,Kipini,KE,-2.53,40.53,75.49,79,89,20.76,overcast clouds
380,Atbasar,KZ,51.80,68.33,58.84,50,6,5.44,clear sky
381,Oyonnax,FR,46.26,5.66,61.23,92,72,2.04,broken clouds
382,Maksatikha,RU,57.80,35.88,58.21,78,38,1.68,scattered clouds
383,Litovko,RU,49.24,135.17,93.7,41,98,4.25,overcast clouds
384,Mahanoro,MG,-19.90,48.80,60.46,87,23,9.37,few clouds
385,Tazmalt,DZ,36.39,4.40,79.39,46,100,2.19,overcast clouds
386,Sadove,UA,46.25,30.18,66.16,49,4,3.58,clear sky
387,Gary,US,41.59,-87.35,88,64,1,3.44,clear sky
388,Gua Musang,MY,4.88,101.96,83.77,71,93,1.88,overcast clouds
389,Richards Bay,ZA,-28.78,32.04,60.78,60,32,14.83,scattered clouds
390,Cukai,MY,4.25,103.42,80.74,72,100,6.93,light rain
391,Dukat,RU,62.55,155.55,49.32,82,100,4.9,overcast clouds
392,Mpraeso,GH,6.59,-0.73,67.3,87,84,4.88,broken clouds
393,Pangnirtung,CA,66.15,-65.71,49.87,94,77,1.16,broken clouds
394,Capinota,BO,-17.72,-66.23,63.81,55,10,2.71,clear sky
395,Lima,PE,-12.04,-77.03,62.13,82,90,6.91,overcast clouds
396,Boysun,UZ,38.21,67.20,83.98,21,0,5.08,clear sky
397,Jimenez,MX,28.33,-105.40,92.14,14,81,8.61,broken clouds
398,Ponta Do Sol,PT,32.67,-17.10,72.72,72,2,5.55,clear sky
399,Willowmore,ZA,-33.29,23.49,48.51,44,24,5.82,few clouds
400,Covington,US,39.08,-84.51,79.48,69,1,0,clear sky
401,Noyon,FR,49.58,3.00,63.59,94,100,4.41,overcast clouds
402,Hvolsvollur,IS,63.75,-20.22,47.8,85,100,4.16,overcast clouds
403,Sauk Rapids,US,45.59,-94.17,84.65,70,1,5.01,clear sky
404,Chicama,PE,-7.84,-79.15,64.94,86,62,6.87,broken clouds
405,Rehoboth,NA,-23.32,17.08,48.04,41,0,6.33,clear sky
406,Morant Bay,JM,17.88,-76.41,83.82,85,100,8.63,overcast clouds
407,Camacha,PT,33.08,-16.33,69.22,73,40,10.36,scattered clouds
408,Awbari,LY,26.59,12.78,81.46,19,5,7.96,clear sky
409,Bandiagara,ML,14.35,-3.61,79.41,72,100,4.36,overcast clouds
410,Alibag,IN,18.64,72.88,82.47,84,100,17.9,overcast clouds
411,Rundu,NA,-17.93,19.77,44.78,52,0,6.24,clear sky
412,Kindu,CD,-2.95,25.95,67.84,44,21,3.02,few clouds
413,Zhoucheng,CN,35.91,116.31,80.4,85,100,6.44,overcast clouds
414,Botou,CN,38.07,116.57,88.23,63,4,7.63,clear sky
415,Linxia,CN,35.60,103.21,69.76,46,97,0.78,overcast clouds
416,Nelson Bay,AU,-32.72,152.15,68.29,57,0,1.99,clear sky
417,Buinsk,RU,54.95,48.28,66.09,65,65,7.83,broken clouds
418,Wanaka,NZ,-44.70,169.15,47.1,99,17,1.01,few clouds
419,Palm Beach,US,26.65,-80.45,84.2,93,99,5.03,overcast clouds
420,Viytivka,UA,48.43,29.54,66.04,61,13,4.76,few clouds
421,Ponta Pora,BR,-22.54,-55.73,70.36,43,3,7.43,clear sky
422,Anadyr,RU,64.75,177.48,52.3,93,75,5.99,light rain
423,Camara De Lobos,PT,32.63,-16.97,72.72,84,40,5.99,scattered clouds
424,Ler,SS,8.30,30.14,68.79,86,94,3.27,overcast clouds
425,Point Fortin,TT,10.18,-61.68,80.15,84,58,11.36,broken clouds
426,Saint-Leu,RE,-21.15,55.28,63.46,73,4,13.69,clear sky
427,Viedma,AR,-40.81,-63.00,42.82,64,100,24.02,overcast clouds
428,Liverpool,GB,53.41,-2.98,62.62,82,100,8.05,overcast clouds
429,Ravar,IR,31.27,56.81,81.7,23,0,7.76,clear sky
430,Rakke,EE,58.98,26.25,60.4,81,45,4.56,scattered clouds
431,Vagur,FO,61.47,-6.81,51.35,99,100,10.25,overcast clouds
432,Porto Walter,BR,-8.27,-72.74,75.45,72,0,1.7,clear sky
433,Avera,US,33.19,-82.53,82.74,64,42,6.85,scattered clouds
434,Bojnurd,IR,37.47,57.33,73.35,73,1,0,clear sky
435,Pangody,RU,65.85,74.49,52.65,65,100,11.63,overcast clouds
436,Bereznik,RU,62.86,42.71,44.85,83,74,5.84,broken clouds
437,Namibe,AO,-15.20,12.15,64.53,80,0,3.83,clear sky
438,Pakisaji,ID,-8.07,112.60,81.82,48,62,2.98,broken clouds
439,Puerto Ayacucho,VE,5.66,-67.62,73.54,93,100,1.59,overcast clouds
440,Crotone,IT,39.09,17.12,78.93,70,0,4.99,clear sky
441,Eskisehir,TR,39.78,30.52,62.51,77,0,3.44,clear sky
442,Tocopilla,CL,-22.09,-70.20,59.86,74,10,8.39,clear sky
443,Todos Santos,MX,23.45,-110.22,93,82,5,7.14,clear sky
444,Rawatsar,IN,29.28,74.38,91.31,55,94,19.17,overcast clouds
445,Jaciara,BR,-15.97,-54.97,72.18,43,0,2.28,clear sky
446,Emet,TR,39.34,29.26,59.2,79,0,4.32,clear sky
447,Westport,US,41.14,-73.36,81.18,81,5,1.99,clear sky
448,Obo,CF,5.40,26.49,67.62,99,100,3,light rain
449,Awjilah,LY,29.11,21.29,78.08,49,0,6.71,clear sky
450,Koutsouras,GR,35.03,25.95,77.2,63,0,13.76,clear sky
451,Sakakah,SA,29.97,40.21,92.77,26,6,7.16,clear sky
452,Lebork,PL,54.54,17.75,68.92,96,94,5.08,overcast clouds
453,Katsuura,JP,35.13,140.30,78.15,91,100,19.04,overcast clouds
454,Champerico,GT,14.30,-91.92,84.34,73,100,1.28,overcast clouds
455,Harwich,GB,51.94,1.28,65.07,91,100,1.99,overcast clouds
456,Spassk,RU,52.75,87.75,60.51,99,100,1.92,light rain
457,Plyussa,RU,58.43,29.37,58.32,79,4,3.65,clear sky
458,Sigli,ID,5.38,95.96,83.57,62,100,2.15,overcast clouds
459,Acari,PE,-15.43,-74.62,63.81,79,34,3.69,scattered clouds
460,Wani,IN,20.07,78.95,78.13,79,100,12.59,overcast clouds
461,Saryg-Sep,RU,51.50,95.60,66.45,81,100,1.45,moderate rain
462,Ossora,RU,59.24,163.07,65.35,66,100,24.52,overcast clouds
463,Aljezur,PT,37.32,-8.80,62.29,82,0,10.65,clear sky
464,Dogondoutchi,NE,13.64,4.03,81.86,67,100,13.13,overcast clouds
465,Conway,US,35.09,-92.44,87.78,77,1,5.75,clear sky
466,Zilair,RU,52.23,57.44,53.69,63,4,2.93,clear sky
467,Werda,BW,-25.27,23.28,41.61,52,0,9.15,clear sky
468,Kigali,RW,-1.95,30.06,63.88,52,20,3,few clouds
469,Hearst,CA,49.68,-83.67,66.45,91,100,1.48,heavy intensity rain
470,Kamina,CD,-8.74,24.99,52.07,50,97,5.06,overcast clouds
471,Ewa Beach,US,21.32,-158.01,87.75,54,20,11.5,few clouds
472,Yumen,CN,40.28,97.20,82.08,17,57,17.07,broken clouds
473,Sucua,EC,-2.47,-78.17,66.87,98,26,3,light rain
474,La Ronge,CA,55.10,-105.28,71.82,52,40,6.91,scattered clouds
475,Laredo,US,27.51,-99.51,95.29,36,1,16.11,clear sky
476,Kiruna,SE,67.86,20.23,50.92,93,100,1.14,overcast clouds
477,Ayan,RU,56.45,138.17,72.12,53,95,5.19,overcast clouds
478,Kruisfontein,ZA,-34.00,24.73,67.89,27,13,18.14,few clouds
479,Strezhevoy,RU,60.73,77.59,55.38,66,24,12.5,few clouds
480,Atar,MR,20.52,-13.05,89.64,26,5,5.59,clear sky
481,Kenitra,MA,34.26,-6.58,70.56,92,1,3.87,clear sky
482,Kouango,CF,4.99,19.96,69.76,98,100,0.85,moderate rain
483,Lata,PT,40.16,-8.33,63.91,98,55,2.66,broken clouds
484,Mehriz,IR,31.59,54.43,81.1,22,30,3.8,scattered clouds
485,Talnakh,RU,69.49,88.40,78.4,52,100,10.49,overcast clouds
486,Letlhakane,BW,-21.42,25.58,43.74,79,0,11.05,clear sky
487,Konevo,RU,62.12,39.32,44.19,80,56,1.77,broken clouds
488,Dingle,PH,11.00,122.67,87.57,65,50,16.91,scattered clouds
489,Cam Ranh,VN,11.92,109.16,89.56,55,0,9.22,clear sky
490,Tashla,RU,51.77,52.74,60.35,50,6,4.38,clear sky
491,Mezotur,HU,47.00,20.63,77.13,55,88,4.47,overcast clouds
492,Tura,IN,25.52,90.22,79.88,90,100,4.47,moderate rain
493,Remedios,CU,22.49,-79.55,76.12,85,75,4.54,broken clouds
494,Borzya,RU,50.38,116.52,68.79,68,99,7.14,overcast clouds
495,Kirakira,SB,-10.45,161.92,84.69,70,28,9.78,scattered clouds
496,Kysyl-Syr,RU,63.90,122.76,75.33,40,5,9.13,clear sky
497,Eyemouth,GB,55.87,-2.09,58.33,92,46,5.99,scattered clouds
498,Gofitskoye,RU,45.08,43.05,73.36,48,100,13.69,light rain
499,Bilma,NE,18.69,12.92,90.73,40,92,6.78,overcast clouds
500,Tatvan,TR,38.51,42.28,66.47,42,0,2.89,clear sky
501,Keti Bandar,PK,24.14,67.45,82.9,84,100,21.97,overcast clouds
502,Kidal,ML,18.44,1.41,86.97,37,49,7.63,scattered clouds
503,Darhan,MN,49.49,105.92,68.22,62,21,3.13,few clouds
504,Saint Anthony,US,45.02,-93.22,86.25,66,1,1.01,clear sky
505,Tucumcari,US,35.17,-103.73,78.64,53,1,17.27,clear sky
506,Sur,OM,22.57,59.53,90.48,53,42,14.45,scattered clouds
507,Saint-Augustin,CA,51.23,-58.65,58.95,82,100,8.55,overcast clouds
508,Letlhakeng,BW,-24.09,25.03,41.61,71,0,8.19,clear sky
509,Zaysan,KZ,47.47,84.87,74.66,49,55,4.52,broken clouds
510,Bongandanga,CD,1.50,21.05,72.25,82,100,2.3,overcast clouds
511,Synya,RU,65.37,58.04,42.82,96,96,6.31,overcast clouds
512,Coihaique,CL,-45.58,-72.07,33.75,86,0,2.3,clear sky
513,Mayor Pablo Lagerenza,PY,-19.93,-60.77,77.97,41,0,9.6,clear sky
514,Kholodnyy,RU,62.72,147.95,57.6,70,100,0.96,light rain
515,Nchelenge,ZM,-9.35,28.73,57.13,58,92,7.27,overcast clouds
516,Kyzyl-Mazhalyk,RU,51.13,90.60,70.2,53,57,1.54,broken clouds
517,Mundo Nuevo,MX,18.70,-95.50,81.72,79,8,7.47,clear sky
518,Bandarbeyla,SO,9.49,50.81,76.46,74,34,24.43,scattered clouds
519,Margate,GB,51.38,1.39,63.97,93,100,1.99,overcast clouds
520,Sibolga,ID,1.74,98.78,83.16,70,75,2.01,broken clouds
521,Sosva,RU,59.18,61.86,58.44,71,91,9.75,overcast clouds
522,Alyangula,AU,-13.85,136.42,78.67,73,65,4.61,broken clouds
523,Borogontsy,RU,62.67,131.17,80.46,45,55,7.45,broken clouds
524,Pattoki,PK,31.02,73.85,91.53,60,100,7.78,overcast clouds
525,Arlit,NE,18.74,7.39,90.34,43,88,19.46,overcast clouds
526,Itarema,BR,-2.92,-39.92,78.4,80,11,15.55,few clouds
527,Tornio,FI,65.85,24.15,57.22,84,29,6.49,scattered clouds
528,Whitehorse,CA,60.72,-135.05,52.57,87,90,10,light intensity shower rain
529,Gornopravdinsk,RU,60.05,69.90,59.23,64,58,6.58,broken clouds
530,Kintampo,GH,8.06,-1.73,69.64,93,49,8.05,scattered clouds
531,Maturin,VE,9.75,-63.18,74.68,97,97,4.65,overcast clouds
532,Bodden Town,KY,19.28,-81.25,82.4,78,20,5.01,few clouds
533,Hami,CN,42.80,93.45,89.04,18,0,12.68,clear sky
534,Aksu,CN,41.12,80.26,89.89,19,0,6.11,clear sky
535,Morro Bay,US,35.37,-120.85,79.68,79,100,1.01,light rain
536,Saint Paul,US,44.94,-93.09,86.88,67,1,1.99,clear sky
537,Yulara,AU,-25.24,130.99,73.24,16,8,19.57,clear sky
538,Nichinan,JP,31.60,131.37,85.15,63,0,3.38,clear sky
539,Svetlogorsk,BY,52.63,29.73,68.14,57,93,5.88,overcast clouds
540,Beirut,LB,33.89,35.49,81.37,65,0,2.3,clear sky
541,Orativ,UA,49.19,29.53,64.2,67,13,6.49,few clouds
542,Chapais,CA,49.78,-74.85,51.58,92,100,6.24,overcast clouds
543,Yershichi,RU,53.67,32.75,61.57,78,52,5.06,broken clouds
544,Palmeira,BR,-25.43,-50.01,56.44,71,87,3.74,overcast clouds
545,Thunder Bay,CA,48.40,-89.32,66.56,88,90,5.75,light intensity shower rain
546,Nahrin,AF,36.06,69.13,85.57,20,4,1.77,clear sky
547,Galeana,MX,24.83,-100.07,66.31,62,8,6.82,clear sky
548,Enid,US,36.40,-97.88,82.02,80,90,3,overcast clouds
549,Praya,CV,14.92,-23.51,75.74,83,20,8.05,few clouds
550,Ustye,RU,59.63,39.74,55.36,93,26,2.1,scattered clouds
551,Matara,LK,5.95,80.54,80.71,84,98,11.92,overcast clouds
552,Saint-Joseph,RE,-21.37,55.62,62.98,81,36,11.68,light rain
553,Umm Kaddadah,SD,13.60,26.69,76.39,68,63,8.03,broken clouds
554,Tiarei,PF,-17.53,-149.33,82.42,76,37,7.16,scattered clouds
555,Vitim,RU,59.45,112.56,84.92,30,0,7.34,clear sky
556,Brownfield,US,33.18,-102.27,84.38,31,10,6.42,clear sky
557,Kolosovka,RU,56.47,73.61,56.71,71,100,6.53,overcast clouds
558,Half Moon Bay,US,37.46,-122.43,86.31,71,75,1.99,broken clouds
559,Mandera,KE,3.94,41.87,73.67,64,92,15.7,overcast clouds
560,Jijiga,ET,9.35,42.80,58.35,76,100,13.69,overcast clouds
561,Mareeba,AU,-17.00,145.43,74.48,69,85,6.55,overcast clouds
562,Gouyave,GD,12.16,-61.73,79.57,89,40,8.05,scattered clouds
563,Pinawa,CA,50.15,-95.88,67.57,57,3,4.88,clear sky
564,Raga,SS,8.46,25.68,67.82,95,87,3.47,overcast clouds
565,Meulaboh,ID,4.14,96.13,81.25,76,72,2.59,broken clouds
566,Apatou,GF,5.16,-54.35,72.37,99,93,2.48,overcast clouds
567,Laguna,US,38.42,-121.42,91.45,32,1,5.01,clear sky
568,Palana,RU,59.12,159.97,46.74,98,100,23.67,light rain
569,Koumac,NC,-20.57,164.28,74.61,54,75,7.94,broken clouds
570,Pekan,MY,3.48,103.40,80.71,67,63,5.82,broken clouds
571,Zyryanskoye,RU,56.83,86.63,55.69,96,100,10.33,overcast clouds
572,Wawa,NG,9.90,4.42,74.17,80,100,7.2,light rain
573,Krieglach,AT,47.53,15.55,62.56,95,100,3.51,overcast clouds
574,Fare,PF,-16.70,-151.02,78.44,75,13,9.75,light rain
575,Brooks,CA,50.58,-111.89,82.38,37,0,4.61,clear sky
576,Khor,RU,47.89,134.95,94.15,39,50,6.2,scattered clouds
577,Varhaug,NO,58.61,5.65,64.85,93,99,2.77,overcast clouds
578,Akdagmadeni,TR,39.66,35.88,55.74,97,14,3.04,few clouds
579,Campo Formoso,BR,-10.51,-40.32,65.3,94,97,4.61,overcast clouds
580,Gobabis,NA,-22.45,18.97,42.58,57,0,11.92,clear sky
581,Pailon,BO,-17.65,-62.75,77.9,50,0,4.54,clear sky
582,Tarakan,ID,3.30,117.63,80.1,83,20,9.22,few clouds
583,Kamaishi,JP,39.27,141.88,77.95,93,100,11.88,overcast clouds
584,Merauke,ID,-8.47,140.33,80.4,73,100,11.36,overcast clouds
585,Tucuman,AR,-26.82,-65.22,57.2,58,75,0,broken clouds
586,Markova,UA,48.68,24.41,63.79,86,91,7.47,overcast clouds
587,Oranjemund,NA,-28.55,16.43,57.78,66,0,4.76,clear sky
588,Det Udom,TH,14.91,105.08,87.04,76,81,13.22,broken clouds
589,Heusden,BE,51.04,5.28,63.28,93,75,2.3,mist
590,Mbumi,TZ,-7.91,39.21,63.72,91,42,3.42,scattered clouds
591,Ostrovnoy,RU,68.05,39.51,46.02,84,100,22.62,overcast clouds
592,Kloulklubed,PW,7.04,134.26,86.5,78,100,17.69,overcast clouds
593,Monforte De Lemos,ES,42.52,-7.51,65.28,97,43,0.81,scattered clouds
594,Chiang Kham,TH,19.52,100.30,82.99,87,95,4.56,overcast clouds
595,Saurimo,AO,-9.66,20.39,53.78,38,100,5.68,overcast clouds
596,Yarim,YE,14.30,44.38,59.07,71,97,2.86,overcast clouds
597,Khani,GE,41.96,42.96,63.97,100,100,2.06,overcast clouds
598,Lerwick,GB,60.15,-1.15,55.4,99,100,11.68,overcast clouds
599,Oktyabrskiy,RU,54.48,53.47,57.24,63,6,5.48,clear sky
600,Sarangani,PH,5.40,125.46,84.15,73,100,14.03,overcast clouds
601,Castanos,MX,26.78,-101.42,83.34,54,2,14.41,clear sky
602,Burnie,AU,-41.07,145.92,57.92,84,71,17.16,broken clouds
603,Sri Aman,MY,1.24,111.46,80.65,83,20,3.44,few clouds
604,Zagreb,HR,45.81,15.98,68.22,82,0,4.61,clear sky
605,Lodja,CD,-3.48,23.43,64.56,43,59,2.8,broken clouds
606,Acapulco,MX,16.86,-99.89,84.02,84,90,3.44,overcast clouds
607,Biak,ID,-0.91,122.88,80.58,64,51,8.12,broken clouds
608,Ushtobe,KZ,45.25,77.98,78.57,48,5,9.91,clear sky
609,Taltal,CL,-25.40,-70.48,57.79,70,0,5.1,clear sky
610,Mogadishu,SO,2.04,45.34,76.05,82,94,22.12,light rain
611,Bidar,IN,17.90,77.55,72.37,85,100,16.71,overcast clouds
612,Outjo,NA,-20.12,16.15,49.26,41,0,10.4,clear sky
613,Sabang,ID,5.89,95.32,83.57,75,83,18.75,broken clouds
614,Marsaxlokk,MT,35.84,14.54,79.09,88,0,5.75,clear sky
615,Korla,CN,41.76,86.15,89.37,19,0,12.48,clear sky
616,Baruun-Urt,MN,46.68,113.28,68.02,55,10,3.18,clear sky
617,Roma,US,43.21,-75.46,72.41,79,1,0,clear sky
618,Surt,LY,31.21,16.59,78.3,64,0,13.49,clear sky
619,Cape Canaveral,US,28.41,-80.60,82.38,89,1,11.5,clear sky
620,Anlu,CN,31.17,112.58,86.31,71,0,15.55,clear sky
621,Calatayud,ES,41.35,-1.64,66.78,62,29,2.06,scattered clouds
622,Seredka,RU,58.16,28.19,56.95,69,7,6.29,clear sky
623,Olafsvik,IS,64.89,-23.71,50.2,86,100,13.33,overcast clouds
624,Mahibadhoo,MV,3.78,72.97,82.22,73,81,9.91,broken clouds
625,Khash,IR,28.22,61.22,80.53,17,100,7.07,overcast clouds
626,Talcahuano,CL,-36.72,-73.12,45.54,70,0,8.55,clear sky
627,Wakkanai,JP,45.41,141.67,75.18,83,20,11.5,few clouds
628,Kailua,US,21.40,-157.74,87.78,68,40,12.66,scattered clouds
629,Hueyotlipan,MX,18.90,-97.85,62.94,70,79,2.44,broken clouds
630,Dongli,CN,23.57,116.82,91.38,70,20,4.47,few clouds
631,Nguruka,TZ,-5.11,31.04,58.44,47,52,7.16,broken clouds
632,Yinchuan,CN,38.47,106.27,83.93,30,45,3.8,scattered clouds
633,Virginia Beach,US,36.85,-75.98,75.25,78,90,12.66,moderate rain
634,Marzuq,YE,14.40,46.47,73.33,74,83,6.06,broken clouds
635,Little Current,CA,45.98,-81.92,71.69,76,60,5.28,broken clouds
636,Yarovoye,RU,52.93,78.58,61.66,56,0,8.7,clear sky
637,Mehamn,NO,71.04,27.85,48.16,82,35,5.86,scattered clouds
638,Taoudenni,ML,22.68,-3.98,98.28,8,0,5.86,clear sky
639,Valente,BR,-11.41,-39.46,64.53,95,18,6.22,few clouds
640,Nantucket,US,41.28,-70.10,75.99,95,90,10.36,fog
641,Lakes Entrance,AU,-37.88,147.98,66.18,43,2,7.49,clear sky
642,Hereford,GB,52.06,-2.71,65.64,64,100,2.24,overcast clouds
643,Broome,US,42.25,-75.83,74.01,74,50,1.61,scattered clouds
644,Russell,US,32.35,-85.20,85.51,91,59,1.97,broken clouds
645,Queanbeyan,AU,-35.35,149.23,57.4,70,90,14.97,overcast clouds
646,Tuxpan,MX,19.55,-103.40,60.57,95,100,3.04,overcast clouds
647,Maniitsoq,GL,65.42,-52.90,51.94,78,100,15.23,overcast clouds
648,Moose Factory,CA,51.26,-80.61,59,67,1,6.91,clear sky
649,Waseca,US,44.08,-93.51,81.91,81,1,4.61,clear sky
650,Isangel,VU,-19.55,169.27,78.91,65,75,5.75,broken clouds
651,Kaeo,NZ,-35.10,173.78,61.32,69,3,12.91,clear sky
652,Luanda,AO,-8.84,13.23,69.24,89,99,5.14,overcast clouds
653,Kungsbacka,SE,57.49,12.08,65.17,86,100,1.01,overcast clouds
654,Ketchikan,US,55.34,-131.65,57.67,94,90,9.22,light rain
655,Guerrero Negro,MX,27.98,-114.06,70.48,73,0,16.93,clear sky
656,San Rafael,AR,-34.62,-68.33,42.35,47,28,3.6,scattered clouds
657,Lakshmipur,BD,22.95,90.83,82.36,79,91,10.85,overcast clouds
658,Berdigestyakh,RU,62.10,126.70,80.31,37,7,11.9,clear sky
659,Tyukhtet,RU,56.54,89.30,62.55,89,100,10.96,overcast clouds
660,Barmer,IN,25.75,71.38,81.46,79,100,18.34,overcast clouds
661,Sapulpa,US,36.00,-96.11,83.75,78,1,3.44,moderate rain
662,Shieli,KZ,44.17,66.75,80.65,24,0,15.61,clear sky
663,Gambela,ET,8.25,34.58,66.06,95,99,2.64,overcast clouds
664,Paris,FR,48.85,2.35,65.17,91,0,4.61,clear sky
665,Hualmay,PE,-11.10,-77.61,64.24,86,40,8.01,scattered clouds
666,Aswan,EG,24.09,32.91,85.3,26,0,8.05,clear sky
667,Soyo,AO,-6.13,12.37,71.58,89,99,3.33,overcast clouds
668,Springfield,US,37.22,-93.30,84.06,80,1,3,clear sky
669,Mexico,PH,15.06,120.72,86.02,68,91,17.67,overcast clouds
670,Bloomfield,US,40.81,-74.19,83.84,59,1,1.01,haze
671,Santa Rosa,PH,14.31,121.11,86.86,72,65,20.13,broken clouds
672,Nabire,ID,-3.37,135.48,86.68,61,56,3.42,broken clouds
673,Port-Cartier,CA,50.03,-66.87,63.75,98,85,2.98,overcast clouds
674,Ayorou,NE,14.73,0.92,86.27,56,98,13.85,overcast clouds
675,Sarab,IR,38.61,44.99,74.21,47,0,3.69,clear sky
676,Pouebo,NC,-20.40,164.57,75.6,52,78,9.75,broken clouds
677,Kollam,IN,8.88,76.60,78.67,86,100,9.4,overcast clouds
678,Tsurugi,JP,36.45,136.63,84.18,56,99,10.33,light rain
679,Masumbwe,TZ,-3.63,32.18,62.47,41,69,6.87,broken clouds
680,Maldonado,UY,-34.67,-54.92,50.23,89,3,4.94,clear sky
681,Terra Santa,BR,-2.10,-56.49,76.66,61,68,2.35,broken clouds
682,Male,MV,4.17,73.51,82.35,83,75,9.22,broken clouds
683,Shu,KZ,43.60,73.76,78.87,45,0,13.98,clear sky
684,Waycross,US,31.21,-82.35,81.32,96,75,3.44,broken clouds
685,Mangrol,IN,21.12,70.12,81.97,85,100,20.49,overcast clouds
